"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
"California",1,1.74671519194501,1.68234627551253,1.68921779527199,1.66666666666667,1.65238678090575,1.66351301678685,1.64088026685793,1.66206258016043,1.69565217391304,1.68726235741445,1.70848321342926,1.63879598662207,1.61959134615385,1.60381141153864,1.60923276983095,1.62659123055163,1.62669454416018,1.60693791671221,1.6,1.58608490566038,1.58407798537774,1.59279778393352,1.59520348837209,1.61153428025324,1.61748013620885,1.61512027491409,1.56626506024096,1.55601659751037,1.57693348513698,1.5748031496063,1.58022690437601,1.58507223113965,1.5818858560794,1.581,1.57251019219569,1.56954912722265,1.58275862068966,1.58180113799616,1.58542768349762,1.59629248197734,1.58849557522124,1.6060409694078,1.64424514200299,1.65827334219765,1.68999061489002,1.68539325842697,1.70454545454545,1.69569430401079,1.68954593453009,1.69117647058824,1.69361046959199,1.73804537089248,1.76151761517615,1.77323939808394,1.79252486406497,1.80368648683412,1.79157003465498,1.80198785742264,1.80764115770817,1.81355393311352,1.82964094728801,1.83519918091312,1.89035916824197,1.89133425034388,1.89550949913644,1.92610062893082,1.93248684544414,1.93661971830986,1.94501590432347,1.93981481481481,1.97566918325326,1.99523350714124,2.0125786163522,2.02620311557221,2.01925974869013,1.98218021518231,1.9773145309626,1.9779591597427,1.98789780367548,2.02499795434089,1.99939393939394,2.02290076335878,1.95652173913043,2.05349794238683,2.09713024282561,2.14362272240086,2.17647058823529,2.19496449322143,2.18215460526316,2.17454545454545,2.18992248062015,2.1978021978022,2.19298245614035,2.19704698011911,2.20797720797721,2.20972278023303
"Texas",2,1.17158903733529,1.15213316095669,1.19363395225464,1.14003992901508,1.13445378151261,1.13122171945701,1.05654761904762,1.01581027667984,1.07458042219698,1.07095898836183,1.05851304120402,1.06577344701583,1.04575163398693,1.047976011994,1.08267716535433,1.07256512168071,1.06779432975265,1.04518290366994,1.0119940029985,1.00334448160535,0.999299229152067,1.00710900473934,1.00446440828205,1.04166666666667,1.09769484083425,1.0752688172043,0.985169491525424,0.95871780583863,0.995895006244295,0.994764397905759,1,1.03056458543512,1.04,1.05278991703084,1.02564102564103,1.01670367399451,1.02096071467799,1.0311436045192,1.013074470433,1.04878048780488,1.05480868665977,1.10625,1.12847222222222,1.13611682047597,1.1501042390549,1.14738170717389,1.13844086021505,1.09846153846154,1.09942638623327,1.1001497005988,1.10045146726862,1.14354066985646,1.150287761513,1.15803814713896,1.16229923922232,1.17859487852922,1.15185185185185,1.13670780386819,1.13636363636364,1.15146791287658,1.15207977207977,1.16666666666667,1.2096899998669,1.20954692556634,1.22488438781613,1.23722936694769,1.24109406693712,1.22362869198312,1.22400756143667,1.21025061102397,1.19548872180451,1.22549019607843,1.22448979591837,1.24627893790256,1.24376554726368,1.22730542838457,1.21359223300971,1.22488438781613,1.2434554973822,1.21546855921856,1.21602698884785,1.20833333333333,1.20537820143731,1.21870286576169,1.24357239512855,1.23134328358209,1.25502008032129,1.29032258064516,1.29203539823009,1.27857142857143,1.26597118728266,1.27692307692308,1.27571363473619,1.26742712294043,1.26599328895679,1.26315789473684
"New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26948288419519,4.55252970133922,4.54545454545455,4.56317204301075,4.53977272727273,4.52560327198364,4.5,4.52452830188679,4.58661417322835,4.54545454545455,4.53074433656958,4.47797716150082,4.49293966623877,4.45091040007463,4.50515644234261,4.61057692307692,4.62945736434109,4.625,4.67107894832539,4.73600666484271,4.73457675753228,4.68384074941452,4.62582982976276,4.6218487394958,4.54545454545455,4.54852346218948,4.52127659574468,4.53917050691244,4.58715596330275,4.61834279918569,4.67245638952842,4.64864864864865,4.53917050691244,4.51612903225806,4.5,4.39698492462312,4.41472633265799,4.47042640990371,4.22330097087379,4.55648610329959,4.70505617977528,4.75,4.80898677930582,4.82758620689655,4.7909263867738,4.74375,4.66666666666667,4.68483816013629,4.57583306546662,4.55347436948109,4.54183266932271,4.53064504220139
"Florida",4,,,,,,,,,,,,,1.36363636363636,1.35294117647059,1.3526082803091,1.33586187937141,1.31428571428571,1.31578947368421,1.3125,1.33928571428571,1.33136094674556,1.34112792297111,1.33333333333333,1.31147540983607,1.31578947368421,1.328125,1.31944444444444,1.30952380952381,1.34328358208955,1.33234641006662,1.34557523321485,1.35,1.33630289532294,1.33481646273637,1.32530120481928,1.3172338090011,1.33333333333333,1.3375295043273,1.32978723404255,1.31868131868132,1.31868131868132,1.3953488372093,1.38075313807531,1.43497757847534,1.52972027972028,1.54187024060323,1.5625,1.52406417112299,1.47058823529412,1.42857142857143,1.39968895800933,1.45523412591081,1.47058823529412,1.49918962722853,1.51260504201681,1.52994791666667,1.51024811218986,1.48630314521041,1.48715887542254,1.51247938575773,1.51515151515152,1.51322031359233,1.52714932126697,1.63204747774481,1.68181818181818,1.70103092783505,1.75289754955577,1.69651272384543,1.7369074049889,1.74100925189017,1.75438596491228,1.74311926605505,1.7797919463727,1.76470588235294,1.70068027210884,1.65184243964422,1.63304514889529,1.59090909090909,1.59156342158591,1.61153519932146,1.60668380462725,1.81273860995326,1.55669016518073,1.63265306122449,1.65598290598291,1.66976312723821,1.64893617021277,1.66284403669725,1.67673798743975,1.69897959183673,1.76190476190476,1.77966101694915,1.78921568627451,1.79978131363509,1.81159420289855,1.79787234042553
"Illinois",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47058823529412,1.42791370691923,1.41469594594595,1.38888888888889,1.41458333333333,1.4,1.4,1.39208074534161,1.37755102040816,1.39784946236559,1.42017629774731,1.36363636363636,1.38888888888889,1.38099106417547,1.4375,1.44400699912511,1.4,1.39130434782609,1.38254486133768,1.40740740740741,1.40740740740741,1.50564557491024,1.45909367396594,1.5,1.47058823529412,1.44927536231884,1.48504273504274,1.4375,1.49166666666667,1.43257575757576,1.41304347826087,1.43888888888889,1.4375,1.41666666666667,1.40740740740741,1.46323529411765,1.48816526610644,1.47136141522855,1.49094781682641,1.5,1.5,1.47916666666667,1.47272727272727,1.4995,1.46593406593407
"Pennsylvania",6,1.44306800210859,1.45756457564576,1.43540669856459,1.38888888888889,1.36484426342254,1.40340611769183,1.45501245330012,1.39335664335664,1.46017699115044,1.3894422310757,1.32743362831858,1.5,1.41766630316249,1.40063694267516,1.40006305458334,1.40508772847823,1.42045454545455,1.39317912381793,1.3967803030303,1.40350877192982,1.3760593220339,1.375,1.3731884057971,1.27234042553191,1.375,1.40610328638498,1.45379023883697,1.42857142857143,1.45454545454545,1.45454545454545,1.36150234741784,1.32743362831858,1.31577654580176,1.30173796791444,1.27272727272727,1.27272727272727,1.27272727272727,1.29166666666667,1.32698212028174,1.32093933463796,1.30890052356021,1.25,1.22340425531915,1.30145278450363,1.41216781507628,1.41459215384782,1.37469477474252,1.36315789473684,1.40196185484458,1.39990716857937,1.41891891891892,1.53631284916201,1.51566201094503,1.48242578961919,1.38136511375948,1.37931034482759,1.35714285714286,1.36159872976209,1.34109311740891,1.3378895656082,1.37250410716542,1.44194292050893,1.52322924600152,1.51960784313725,1.46573856251276,1.45512082853855,1.4162077104642,1.35714285714286,1.35435070671378,1.34093915343915,1.33657351154313,1.35895947657239,1.34462151394422,1.37596227820135,1.41935483870968,1.475,1.48072590394549,1.44422310756972,1.42105263157895,1.4478221415608,1.37413838812301,1.36363636363636,1.3558153664008,1.40817062316212,1.44657045503163,1.57871135237196,1.59459459459459,1.61290322580645,1.63636363636364,1.61944464715756,1.6,1.58783783783784,1.53571428571429,1.48725212464589,1.47569444444444,1.48148148148148
"Ohio",7,,,,,0.761421319796954,0.805719954552392,0.775401069518717,0.789076681548349,0.801376146788991,0.757575757575758,0.758787878787879,0.783783783783784,0.797165633303809,0.785462705792376,0.806451612903226,0.830078125,0.813609467455621,0.833333333333333,0.824652777777778,0.825660092369361,0.79982126899017,0.814020517935079,0.814814814814815,0.797872340425532,0.8146174387786,0.827832960669648,0.785714285714286,0.791008042151969,0.793650793650794,0.829047889232788,0.802286198137172,0.794314381270903,0.8,0.813692480359147,0.789293067947838,0.787878787878788,0.79,0.797872340425532,0.818847209515096,0.835129310344828,0.8,0.793972045796863,0.806451612903226,0.840336134453782,0.867381111855325,0.863636363636364,0.863636363636364,0.852272727272727,0.858588531727099,0.8583984375,0.865147002914713,0.878267973856209,0.889756944444444,0.873393752574684,0.869094627616248,0.873489609428449,0.877337733773377,0.87156636709483,0.892058303018386,0.876808271455196,0.886316084070778,0.904255319148936,0.904255319148936,0.929112181693049,0.941062637647364,0.94042259647762,0.927513927347046,0.941985645933014,0.937706459089476,0.93167701863354,0.91494540167776,0.927453227200809,0.936491935483871,0.949913644214162,0.96812707641196,0.931662391490225,0.957661290322581,0.947368421052632,0.943396226415094,0.910830999066293,0.931414130084265,0.89247557997558,0.910947712418301,0.938566552901024,0.916666666666667,0.945619335347432,0.962512664640324,0.957107300884956,0.980392156862745,0.980392156862745,0.985176034589253,0.985419558513264,0.983606557377049,0.967926689576174,0.968070652173913,0.958466453674121
"Michigan",8,0.883333333333333,0.888036955573392,0.891623506683,0.888681010289991,0.895679662802951,0.883187958974995,0.876769037055912,0.874243443174176,0.892857142857143,0.894454382826476,0.896487233696536,0.884244372990354,0.866666666666667,0.872600644340363,0.893426930440332,0.895140664961637,0.910904696989605,0.910596026490066,0.904977375565611,0.903060072267389,0.866666666666667,0.877450980392157,0.91304347826087,0.916784203102962,0.910596026490066,0.911161731207289,0.923076923076923,0.909295033915671,0.901442307692308,0.901442307692308,0.914599398771402,0.935374149659864,0.919499476348403,0.92814371257485,0.91571030257134,0.915562044602474,0.925422157739894,0.934903047091413,0.92378752886836,0.909090909090909,0.924846021918281,0.927487352445194,0.933333333333333,0.949422442244224,0.963302752293578,0.958333333333333,0.961538461538462,0.9506564056134,0.956361652309649,0.956632653061224,0.958962941845996,0.981760488050105,0.977394916911046,0.998263888888889,0.98596256684492,1,1.00671140939597,1,1,1,1.00110040965746,1.01108000461787,1.02551582532051,1.03754012369843,1.02683412998072,1.02746212121212,1.02912575112472,1.02230483271375,1.02040816326531,1.02377573836552,1.02476515798463,1.02452838920162,1.04166666666667,1.04166666666667,1.03701350698512,1.03719071768864,1.03742718719886,1.0377358490566,1.02420856610801,1.02420856610801,1.02473498233216,1.02107364685004,1.00692945388577,1.02622950819672,1.04166666666667,1.0565781049936,1.07595331432644,1.09090909090909,1.09364319890636,1.09179305055282,1.08695652173913,1.09489051094891,1.08830845771144,1.0793386863272,1.07705053852527,1.08830845771144
"Georgia",9,,,,,,,,,0.98641975308642,0.967741847150432,1.03676220863721,0.98290846010829,0.994897959183674,0.980325212134455,0.971133604182365,0.96875,0.958702064896755,0.913461538461538,0.907074165494422,0.904255319148936,0.892857142857143,0.873015873015873,0.883955223880597,0.858906806770327,0.884244372990354,0.915291211101766,0.872420385501781,0.865384615384615,0.873222781117518,0.882808066438704,0.85154028436019,0.833333333333333,0.852730760550666,0.836499634818963,0.786713286713287,0.789206368064631,0.788816612946113,0.780711825487945,0.80440251572327,0.789473684210526,0.787589383938394,0.790719696969697,0.842951492951493,0.854154849688032,0.84985835694051,0.828402366863905,0.837138508371385,0.809800664451827,0.804689843984398,0.807531380753138,0.827586206896552,0.875,0.833333333333333,0.839916016796641,0.867087276550999,0.888415067519545,0.888415067519545,0.892099199611933,0.904420428855244,0.937072266011116,0.938282554257095,0.923335202209336,0.91844232182219,0.953281212591535,0.974025974025974,0.964374528366605,0.911764705882353,0.866179624563292,0.864844425237684,0.816993464052288,0.857142857142857,0.858771929824561,0.892857142857143,0.928792569659443,0.920542635658915,0.94810379241517,1,1,1.0008347245409,1,1.0022271714922,1,0.961538461538462,0.95991241002515,0.98409779923647,1.04761904761905,1.11528838989501,1.12781954887218,1.17496361872423,1.20300751879699,1.21359223300971,1.171875,1.125,1.10294117647059,1.08771929824561,1.10169491525424
"North Carolina",10,0.881317315658658,0.905923039112422,0.995469367588933,1.075,1.036866359447,0.9375,0.87719298245614,0.92669013962961,0.960610932475884,0.973948922863099,0.924062180703547,0.758928571428571,0.772594752186589,0.782608695652174,0.781739130434783,0.791847838679034,0.767635773317592,0.763016157989228,0.766982463213062,0.742521367521368,0.739655613059868,0.74702772556391,0.750419463087248,0.747816740336309,0.774193548387097,0.767284688396345,0.761648745519713,0.764705882352941,0.771055753262159,0.761434331797235,0.770201039053307,0.762910798122066,0.759275237273512,0.755,0.735294117647059,0.767195767195767,0.770303527481542,0.771730300568643,0.772599591419816,0.777615808228053,0.780135823429542,0.804195332934498,0.8,0.791396103896104,0.772677102147301,0.785895200132868,0.773514851485149,0.772077922077922,0.763358778625954,0.772797527047913,0.78125,0.811240844738547,0.812458185373887,0.795530131948373,0.777706873718387,0.773877361654648,0.776006711409396,0.775,0.771228304405875,0.791484716157205,0.797607178464606,0.808823529411765,0.818260120585702,0.807899461400359,0.805331914368561,0.796135909393737,0.802615933412604,0.793435078572872,0.828664658185085,0.795940170940171,0.833333333333333,0.82823386138332,0.826797385620915,0.835363172202677,0.840394799632203,0.856506265366008,0.851156910132474,0.865384615384615,0.85,0.876106633807068,0.860046911649726,0.875311646302223,0.884303610906411,0.918891170431211,0.936883629191322,0.952794271769187,0.954861111111111,0.945626477541371,0.964388755951046,0.994318181818182,0.990091457658352,0.994200497100249,0.992820512820513,0.997122296759864,1,0.996927307211304
"New Jersey",11,,1.41593714967766,1.46666666666667,1.46666666666667,1.396938274699,1.32420091324201,1.27853881278539,1.34946043165468,1.40771637122002,1.39509931130851,1.41454965357968,1.46789485024779,1.43897507492977,1.44646780147356,1.51155291863208,1.5,1.50065274151436,1.51479849755712,1.51515151515152,1.5,1.47182506307822,1.56402737047898,1.62037037037037,1.60377358490566,1.63970759214045,1.6490765171504,1.68178576816006,1.62568306010929,1.61150018910495,1.58353127474268,1.56576200417537,1.56756756756757,1.56316039729501,1.55662782737472,1.5625,1.55555555555556,1.6,1.66666666666667,1.67325829023426,1.68367346938776,1.6,1.63656884875847,1.6101511026946,1.59574468085106,1.53911731228542,1.54480233321511,1.54213333635324,1.55141843971631,1.56599552572707,1.57342657342657,1.59883720930233,1.65460186142709,1.64334637964775,1.64502443424561,1.61633347511697,1.59395973154362,1.58873538788523,1.58013544018059,1.59574468085106,1.62850394241181,1.64007092198582,1.70364500792393,1.7314702308627,1.72092789647241,1.73333333333333,1.70015455950541,1.65934725175839,1.64410058027079,1.64713956962332,1.62913143298782,1.64472245263475,1.70940170940171,1.68269230769231,1.72413793103448,1.76643768400393,1.77986571840552,1.77642980935875,1.71130952380952,1.64396809835457,1.69158143194335,1.6793893129771,1.66284403669725,1.671681898664,1.73469387755102,1.72248803827751,1.71180107223594,1.7472335468841,1.78149359688196,1.79445806807199,1.77917320774464,1.75566934893928,1.77247843094246,1.75,1.7564775519321,1.75746924428822,1.77209222210881
"Virginia",12,1.27298444130127,1.30382031407907,1.2025012025012,1.19151251360174,1.22705741969895,1.23416570991198,1.1710646732058,1.20761494252874,1.26228684041184,1.31289405889132,1.29767140750868,1.25679347826087,1.24309392265193,1.25561442525728,1.29354965374456,1.31350754651594,1.32837407013815,1.3249195848937,1.33010882708585,1.3034039869012,1.25,1.26682986536108,1.2468312318761,1.26086956521739,1.24548476005188,1.24398073836276,1.25260960334029,1.29343629343629,1.31898498214661,1.33049494411921,1.3093671679198,1.33526081593092,1.34033613445378,1.36971411554497,1.35467883639654,1.34486071085495,1.35117434507678,1.36170212765957,1.35256988277728,1.34920634920635,1.34005763688761,1.34393550795314,1.37514101084398,1.39388489208633,1.43960905349794,1.4367816091954,1.41673243883189,1.38678928830995,1.38631020814386,1.38150903294368,1.38613861386139,1.43330004734302,1.41983937831093,1.41777777777778,1.41089108910891,1.40483383685801,1.4003918453271,1.38888888888889,1.37318255250404,1.38400702987698,1.39776357827476,1.42045454545455,1.43240823634736,1.43229166666667,1.4249074967433,1.44694533762058,1.45825338961371,1.46846118778234,1.45353654282226,1.44673123486683,1.43910968128331,1.44972166772157,1.44110275689223,1.45502645502646,1.45253260619256,1.48305084745763,1.45147353204099,1.48953301127214,1.46702492472399,1.4957264957265,1.45743317963996,1.45914713541667,1.38449367088608,1.42166297481336,1.43983999792036,1.43589743589744,1.47858319604613,1.51030471004596,1.5,1.51085930122757,1.50793650793651,1.50179856115108,1.51515151515152,1.51518224844797,1.51209677419355,1.49842271293375
